protein_id	protein_name	genome_name	genome_id	length
CBJ93872.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	53
CBJ93873.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	124
CBJ93874.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	166
CBJ93875.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	328
CBJ93876.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	62
CBJ93877.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	319
CBJ93878.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	201
CBJ93879.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	198
CBJ93880.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	121
CBJ93881.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	192
CBJ93882.1--GCA_001308835.1	Possible base plate lysozyme	Campylobacter virus CP220	GCA_001308835.1	294
CBJ93883.1--GCA_001308835.1	hypothetical phage membrane protein	Campylobacter virus CP220	GCA_001308835.1	143
CBJ93884.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	97
CBJ93885.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	83
CBJ93886.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	274
CBJ93887.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	107
CBJ93888.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	108
CBJ93889.1--GCA_001308835.1	hypothetical phage protein (Radical SAM family)	Campylobacter virus CP220	GCA_001308835.1	328
CBJ93890.1--GCA_001308835.1	Radical SAM family phage protein	Campylobacter virus CP220	GCA_001308835.1	288
CBJ93891.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	279
CBJ93892.1--GCA_001308835.1	hypothetical phage protein (Radical SAM family)	Campylobacter virus CP220	GCA_001308835.1	326
CBJ93893.1--GCA_001308835.1	hypothetical phage protein (Radical SAM family)	Campylobacter virus CP220	GCA_001308835.1	342
CBJ93894.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	173
CBJ93895.1--GCA_001308835.1	hypothetical phage protein (possible glycine amidinotransferase)	Campylobacter virus CP220	GCA_001308835.1	353
CBJ93896.1--GCA_001308835.1	hypothetical phage protein (Radical SAM family)	Campylobacter virus CP220	GCA_001308835.1	249
CBJ93897.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	266
CBJ93898.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	259
CBJ93899.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	165
CBJ93900.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	130
CBJ93901.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	164
CBJ93902.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	187
CBJ93903.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	98
CBJ93904.1--GCA_001308835.1	hypothetical phage membrane	Campylobacter virus CP220	GCA_001308835.1	144
CBJ93905.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	149
CBJ93906.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	78
CBJ93907.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	221
CBJ93908.1--GCA_001308835.1	hypothetical phage protein (Radical SAM family)	Campylobacter virus CP220	GCA_001308835.1	319
CBJ93909.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	388
CBJ93910.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	823
CBJ93911.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	142
CBJ93912.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	504
CBJ93913.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	583
CBJ93914.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	202
CBJ93915.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	245
CBJ93916.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	53
CBJ93917.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	695
CBJ93918.1--GCA_001308835.1	hypothetical phage membrane protein	Campylobacter virus CP220	GCA_001308835.1	260
CBJ93919.1--GCA_001308835.1	hypothetical phage membrane protein	Campylobacter virus CP220	GCA_001308835.1	120
CBJ93920.1--GCA_001308835.1	hypothetical phage lipoprotein	Campylobacter virus CP220	GCA_001308835.1	92
CBJ93921.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	247
CBJ93922.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	92
CBJ93923.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	219
CBJ93924.1--GCA_001308835.1	Possible phage DNA polymerase	Campylobacter virus CP220	GCA_001308835.1	882
CBJ93925.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	243
CBJ93926.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	200
CBJ93927.1--GCA_001308835.1	Possible phage neck protein	Campylobacter virus CP220	GCA_001308835.1	235
CBJ93928.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	107
CBJ93929.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	224
CBJ93930.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	103
CBJ93931.1--GCA_001308835.1	Possible sliding clamp	Campylobacter virus CP220	GCA_001308835.1	230
CBJ93932.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	143
CBJ93933.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	259
CBJ93934.1--GCA_001308835.1	Possible phage ATP-dependent primase-helicase	Campylobacter virus CP220	GCA_001308835.1	445
CBJ93935.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	140
CBJ93936.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	205
CBJ93937.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	576
CBJ93938.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	87
CBJ93939.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	229
CBJ93940.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	209
CBJ93941.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	162
CBJ93942.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	82
CBJ93943.1--GCA_001308835.1	Probable phage ribonucleotide-diphosphate reductase alpha subunit	Campylobacter virus CP220	GCA_001308835.1	898
CBJ93944.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	225
CBJ93945.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	276
CBJ93946.1--GCA_001308835.1	hypothetical phage protein (Radical SAM family)	Campylobacter virus CP220	GCA_001308835.1	306
CBJ93947.1--GCA_001308835.1	ISCaje3 transposase	Campylobacter virus CP220	GCA_001308835.1	402
CBJ93948.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	179
CBJ93949.1--GCA_001308835.1	hypothetical phage membrane protein	Campylobacter virus CP220	GCA_001308835.1	83
CBJ93950.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	98
CBJ93951.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	304
CBJ93952.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	146
CBJ93953.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	84
CBJ93954.1--GCA_001308835.1	putative IS200/IS605 family transposase TnpA	Campylobacter virus CP220	GCA_001308835.1	80
CBJ93955.1--GCA_001308835.1	ISCaje4 transposase TnpB	Campylobacter virus CP220	GCA_001308835.1	465
CBJ93956.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	237
CBJ93957.1--GCA_001308835.1	Probable phage ATP-dependent DNA/RNA helicase (uvsW)	Campylobacter virus CP220	GCA_001308835.1	472
CBJ93958.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	142
CBJ93959.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	242
CBJ93960.1--GCA_001308835.1	Possible DNA topoisomerase (medium subunit)	Campylobacter virus CP220	GCA_001308835.1	442
CBJ93961.1--GCA_001308835.1	Probable phage ClpP protease	Campylobacter virus CP220	GCA_001308835.1	295
CBJ93962.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	728
CBJ93963.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	141
CBJ93964.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	179
CBJ93965.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	61
CBJ93966.1--GCA_001308835.1	hypothetical phage protein (Radical SAM family)	Campylobacter virus CP220	GCA_001308835.1	338
CBJ93967.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	182
CBJ93968.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	142
CBJ93969.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	574
CBJ93970.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	290
CBJ93971.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	302
CBJ93972.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	190
CBJ93973.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	181
CBJ93974.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	212
CBJ93975.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	103
CBJ93976.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	36
CBJ93977.1--GCA_001308835.1	Probable ribonucleotide reductase (small subunit)	Campylobacter virus CP220	GCA_001308835.1	369
CBJ93978.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	135
CBJ93979.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	382
CBJ93980.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	231
CBJ93981.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	955
CBJ93982.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	42
CBJ93983.1--GCA_001308835.1	Possible phage tail sheath completion protein	Campylobacter virus CP220	GCA_001308835.1	456
CBJ93984.1--GCA_001308835.1	Possible phage tail tube protein	Campylobacter virus CP220	GCA_001308835.1	250
CBJ93985.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	168
CBJ93986.1--GCA_001308835.1	Probable phage ssDNA binding protein	Campylobacter virus CP220	GCA_001308835.1	306
CBJ93987.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	90
CBJ93988.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	153
CBJ93989.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	534
CBJ93990.1--GCA_001308835.1	Probable phage RNA ligase	Campylobacter virus CP220	GCA_001308835.1	361
CBJ93991.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	137
CBJ93992.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	116
CBJ93993.1--GCA_001308835.1	hypothetical phage protein (Radical SAM family)	Campylobacter virus CP220	GCA_001308835.1	389
CBJ93994.1--GCA_001308835.1	hypothetical phage membrane protein	Campylobacter virus CP220	GCA_001308835.1	1159
CBJ93995.1--GCA_001308835.1	hypothetical phage protein (possible baseplate tail tube cap)	Campylobacter virus CP220	GCA_001308835.1	310
CBJ93996.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	163
CBJ93997.1--GCA_001308835.1	Probable phage tail completion and stabilizer protein	Campylobacter virus CP220	GCA_001308835.1	167
CBJ93998.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	139
CBJ93999.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	397
CBJ94000.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	170
CBJ94001.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	104
CBJ94002.1--GCA_001308835.1	Probable phage prohead core protein precursor	Campylobacter virus CP220	GCA_001308835.1	236
CBJ94003.1--GCA_001308835.1	hypothetical phage protein	Campylobacter virus CP220	GCA_001308835.1	68
AGH07749.1--GCA_000904495.1	hypothetical protein CEPG_00001	Cellulophaga phage phiSM	GCA_000904495.1	225
AGH07750.1--GCA_000904495.1	hypothetical protein CEPG_00002	Cellulophaga phage phiSM	GCA_000904495.1	142
AGH07751.1--GCA_000904495.1	phage terminase	Cellulophaga phage phiSM	GCA_000904495.1	681
AGH07752.1--GCA_000904495.1	hypothetical protein CEPG_00004	Cellulophaga phage phiSM	GCA_000904495.1	95
AGH07753.1--GCA_000904495.1	phage portal protein	Cellulophaga phage phiSM	GCA_000904495.1	536
AGH07754.1--GCA_000904495.1	hypothetical protein CEPG_00006	Cellulophaga phage phiSM	GCA_000904495.1	120
AGH07755.1--GCA_000904495.1	hypothetical protein CEPG_00007	Cellulophaga phage phiSM	GCA_000904495.1	407
AGH07756.1--GCA_000904495.1	hypothetical protein CEPG_00008	Cellulophaga phage phiSM	GCA_000904495.1	1094
AGH07757.1--GCA_000904495.1	hypothetical protein CEPG_00009	Cellulophaga phage phiSM	GCA_000904495.1	124
AGH07758.1--GCA_000904495.1	hypothetical protein CEPG_00010	Cellulophaga phage phiSM	GCA_000904495.1	211
AGH07759.1--GCA_000904495.1	phage lysin	Cellulophaga phage phiSM	GCA_000904495.1	208
AGH07760.1--GCA_000904495.1	hypothetical protein CEPG_00012	Cellulophaga phage phiSM	GCA_000904495.1	93
AGH07761.1--GCA_000904495.1	hypothetical protein CEPG_00013	Cellulophaga phage phiSM	GCA_000904495.1	104
AGH07762.1--GCA_000904495.1	hypothetical protein CEPG_00014	Cellulophaga phage phiSM	GCA_000904495.1	421
AGH07763.1--GCA_000904495.1	hypothetical protein CEPG_00015	Cellulophaga phage phiSM	GCA_000904495.1	146
AGH07764.1--GCA_000904495.1	hypothetical protein CEPG_00016	Cellulophaga phage phiSM	GCA_000904495.1	362
AGH07765.1--GCA_000904495.1	hypothetical protein CEPG_00017	Cellulophaga phage phiSM	GCA_000904495.1	141
AGH07766.1--GCA_000904495.1	hypothetical protein CEPG_00018	Cellulophaga phage phiSM	GCA_000904495.1	131
AGH07767.1--GCA_000904495.1	hypothetical protein CEPG_00019	Cellulophaga phage phiSM	GCA_000904495.1	198
AGH07768.1--GCA_000904495.1	tail protein	Cellulophaga phage phiSM	GCA_000904495.1	508
AGH07769.1--GCA_000904495.1	hypothetical protein CEPG_00021	Cellulophaga phage phiSM	GCA_000904495.1	136
AGH07770.1--GCA_000904495.1	hypothetical protein CEPG_00022	Cellulophaga phage phiSM	GCA_000904495.1	142
AGH07771.1--GCA_000904495.1	hypothetical protein CEPG_00023	Cellulophaga phage phiSM	GCA_000904495.1	61
AGH07772.1--GCA_000904495.1	phage tail tape measure protein	Cellulophaga phage phiSM	GCA_000904495.1	648
AGH07773.1--GCA_000904495.1	hypothetical protein CEPG_00025	Cellulophaga phage phiSM	GCA_000904495.1	160
AGH07774.1--GCA_000904495.1	hypothetical protein CEPG_00026	Cellulophaga phage phiSM	GCA_000904495.1	391
AGH07775.1--GCA_000904495.1	hypothetical protein CEPG_00027	Cellulophaga phage phiSM	GCA_000904495.1	253
AGH07776.1--GCA_000904495.1	hypothetical protein CEPG_00028	Cellulophaga phage phiSM	GCA_000904495.1	343
AGH07777.1--GCA_000904495.1	hypothetical protein CEPG_00029	Cellulophaga phage phiSM	GCA_000904495.1	392
AGH07778.1--GCA_000904495.1	hypothetical protein CEPG_00030	Cellulophaga phage phiSM	GCA_000904495.1	61
AGH07779.1--GCA_000904495.1	hypothetical protein CEPG_00031	Cellulophaga phage phiSM	GCA_000904495.1	170
AGH07780.1--GCA_000904495.1	hypothetical protein CEPG_00032	Cellulophaga phage phiSM	GCA_000904495.1	403
AGH07781.1--GCA_000904495.1	hypothetical protein CEPG_00033	Cellulophaga phage phiSM	GCA_000904495.1	339
AGH07782.1--GCA_000904495.1	hypothetical protein CEPG_00034	Cellulophaga phage phiSM	GCA_000904495.1	170
AGH07783.1--GCA_000904495.1	hypothetical protein CEPG_00035	Cellulophaga phage phiSM	GCA_000904495.1	254
AGH07784.1--GCA_000904495.1	hypothetical protein CEPG_00036	Cellulophaga phage phiSM	GCA_000904495.1	89
AGH07785.1--GCA_000904495.1	hypothetical protein CEPG_00037	Cellulophaga phage phiSM	GCA_000904495.1	142
AGH07786.1--GCA_000904495.1	hypothetical protein CEPG_00038	Cellulophaga phage phiSM	GCA_000904495.1	110
AGH07787.1--GCA_000904495.1	hypothetical protein CEPG_00039	Cellulophaga phage phiSM	GCA_000904495.1	61
AGH07788.1--GCA_000904495.1	helicase	Cellulophaga phage phiSM	GCA_000904495.1	550
AGH07789.1--GCA_000904495.1	hypothetical protein CEPG_00041	Cellulophaga phage phiSM	GCA_000904495.1	242
AGH07790.1--GCA_000904495.1	hypothetical protein CEPG_00042	Cellulophaga phage phiSM	GCA_000904495.1	140
AGH07791.1--GCA_000904495.1	hypothetical protein CEPG_00043	Cellulophaga phage phiSM	GCA_000904495.1	184
AGH07792.1--GCA_000904495.1	hypothetical protein CEPG_00044	Cellulophaga phage phiSM	GCA_000904495.1	111
AGH07793.1--GCA_000904495.1	hypothetical protein CEPG_00045	Cellulophaga phage phiSM	GCA_000904495.1	57
AGH07794.1--GCA_000904495.1	hypothetical protein CEPG_00046	Cellulophaga phage phiSM	GCA_000904495.1	299
AGH07795.1--GCA_000904495.1	DNA polymerase subunit III	Cellulophaga phage phiSM	GCA_000904495.1	360
AGH07796.1--GCA_000904495.1	hypothetical protein CEPG_00048	Cellulophaga phage phiSM	GCA_000904495.1	58
AGH07797.1--GCA_000904495.1	radical SAM domain-containing protein	Cellulophaga phage phiSM	GCA_000904495.1	238
AGH07798.1--GCA_000904495.1	6-pyruvoyl-tetrahydropterin synthase	Cellulophaga phage phiSM	GCA_000904495.1	163
AGH07799.1--GCA_000904495.1	queuosine biosynthesis protein QueC	Cellulophaga phage phiSM	GCA_000904495.1	236
AGH07800.1--GCA_000904495.1	hypothetical protein CEPG_00052	Cellulophaga phage phiSM	GCA_000904495.1	154
AGH07801.1--GCA_000904495.1	hypothetical protein CEPG_00053	Cellulophaga phage phiSM	GCA_000904495.1	240
AGH07802.1--GCA_000904495.1	hypothetical protein CEPG_00054	Cellulophaga phage phiSM	GCA_000904495.1	217
AGH07803.1--GCA_000904495.1	7-cyano-7-deazaguanine reductase	Cellulophaga phage phiSM	GCA_000904495.1	133
AGH07804.1--GCA_000904495.1	hypothetical protein CEPG_00056	Cellulophaga phage phiSM	GCA_000904495.1	202
AGH07805.1--GCA_000904495.1	hypothetical protein CEPG_00057	Cellulophaga phage phiSM	GCA_000904495.1	61
AGH07806.1--GCA_000904495.1	GTP cyclohydrolase I	Cellulophaga phage phiSM	GCA_000904495.1	219
AGH07807.1--GCA_000904495.1	hypothetical protein CEPG_00059	Cellulophaga phage phiSM	GCA_000904495.1	51
AGO48196.1--GCA_002600465.1	hypothetical protein PhiSM_gp01	Cellulophaga phage phiSM	GCA_002600465.1	225
AGO48197.1--GCA_002600465.1	hypothetical protein PhiSM_gp02	Cellulophaga phage phiSM	GCA_002600465.1	172
AGO48198.1--GCA_002600465.1	hypothetical protein PhiSM_gp03	Cellulophaga phage phiSM	GCA_002600465.1	47
AGO48199.1--GCA_002600465.1	phage terminase large subunit	Cellulophaga phage phiSM	GCA_002600465.1	681
AGO48200.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	95
AGO48201.1--GCA_002600465.1	phage portal protein	Cellulophaga phage phiSM	GCA_002600465.1	536
AGO48202.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	120
AGO48203.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	407
AGO48204.1--GCA_002600465.1	pectate lyase	Cellulophaga phage phiSM	GCA_002600465.1	1094
AGO48205.1--GCA_002600465.1	hypothetical protein PhiSM_gp10	Cellulophaga phage phiSM	GCA_002600465.1	124
AGO48206.1--GCA_002600465.1	hypothetical protein PhiSM_gp11	Cellulophaga phage phiSM	GCA_002600465.1	211
AGO48207.1--GCA_002600465.1	L-alanoyl-D-glutamate peptidase	Cellulophaga phage phiSM	GCA_002600465.1	208
AGO48208.1--GCA_002600465.1	hypothetical protein PhiSM_gp13	Cellulophaga phage phiSM	GCA_002600465.1	93
AGO48209.1--GCA_002600465.1	hypothetical protein PhiSM_gp14	Cellulophaga phage phiSM	GCA_002600465.1	122
AGO48210.1--GCA_002600465.1	Clp protease	Cellulophaga phage phiSM	GCA_002600465.1	421
AGO48211.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	146
AGO48212.1--GCA_002600465.1	major capsid protein	Cellulophaga phage phiSM	GCA_002600465.1	369
AGO48213.1--GCA_002600465.1	hypothetical protein PhiSM_gp18	Cellulophaga phage phiSM	GCA_002600465.1	141
AGO48214.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	131
AGO48215.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	198
AGO48216.1--GCA_002600465.1	tail sheat protein	Cellulophaga phage phiSM	GCA_002600465.1	508
AGO48217.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	136
AGO48218.1--GCA_002600465.1	hypothetical protein PhiSM_gp23	Cellulophaga phage phiSM	GCA_002600465.1	142
AGO48219.1--GCA_002600465.1	hypothetical protein PhiSM_gp24	Cellulophaga phage phiSM	GCA_002600465.1	61
AGO48220.1--GCA_002600465.1	tail length tape-measure protein	Cellulophaga phage phiSM	GCA_002600465.1	648
AGO48221.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	160
AGO48222.1--GCA_002600465.1	baseplate J-like protein	Cellulophaga phage phiSM	GCA_002600465.1	391
AGO48223.1--GCA_002600465.1	putative tail protein	Cellulophaga phage phiSM	GCA_002600465.1	253
AGO48224.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	343
AGO48225.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	392
AGO48226.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	247
AGO48227.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	403
AGO48228.1--GCA_002600465.1	putative tail protein	Cellulophaga phage phiSM	GCA_002600465.1	339
AGO48229.1--GCA_002600465.1	structural protein	Cellulophaga phage phiSM	GCA_002600465.1	167
AGO48230.1--GCA_002600465.1	hypothetical protein PhiSM_gp35	Cellulophaga phage phiSM	GCA_002600465.1	254
AGO48231.1--GCA_002600465.1	hypothetical protein PhiSM_gp36	Cellulophaga phage phiSM	GCA_002600465.1	89
AGO48232.1--GCA_002600465.1	hypothetical protein PhiSM_gp37	Cellulophaga phage phiSM	GCA_002600465.1	142
AGO48233.1--GCA_002600465.1	hypothetical protein PhiSM_gp38	Cellulophaga phage phiSM	GCA_002600465.1	221
AGO48234.1--GCA_002600465.1	helicase	Cellulophaga phage phiSM	GCA_002600465.1	550
AGO48235.1--GCA_002600465.1	exonuclease	Cellulophaga phage phiSM	GCA_002600465.1	339
AGO48236.1--GCA_002600465.1	hypothetical protein PhiSM_gp41	Cellulophaga phage phiSM	GCA_002600465.1	184
AGO48237.1--GCA_002600465.1	hypothetical protein PhiSM_gp42	Cellulophaga phage phiSM	GCA_002600465.1	119
AGO48238.1--GCA_002600465.1	hypothetical protein PhiSM_gp43	Cellulophaga phage phiSM	GCA_002600465.1	114
AGO48239.1--GCA_002600465.1	hypothetical protein PhiSM_gp44	Cellulophaga phage phiSM	GCA_002600465.1	57
AGO48240.1--GCA_002600465.1	Vir E/ primase domain containing protein	Cellulophaga phage phiSM	GCA_002600465.1	299
AGO48241.1--GCA_002600465.1	DNA polymerase III subunit beta	Cellulophaga phage phiSM	GCA_002600465.1	360
AGO48242.1--GCA_002600465.1	hypothetical protein PhiSM_gp47	Cellulophaga phage phiSM	GCA_002600465.1	58
AGO48243.1--GCA_002600465.1	queuosine biosynthesis QueE radical SAM	Cellulophaga phage phiSM	GCA_002600465.1	238
AGO48244.1--GCA_002600465.1	queuosine biosynthesis QueD, PTPS-I	Cellulophaga phage phiSM	GCA_002600465.1	163
AGO48245.1--GCA_002600465.1	queuosine biosynthesis QueC ATPase	Cellulophaga phage phiSM	GCA_002600465.1	236
AGO48246.1--GCA_002600465.1	ParB-like nuclease domain containing protein	Cellulophaga phage phiSM	GCA_002600465.1	154
AGO48247.1--GCA_002600465.1	putative queuosine tRNA-ribosyltransferase	Cellulophaga phage phiSM	GCA_002600465.1	240
AGO48248.1--GCA_002600465.1	hypothetical protein PhiSM_gp53	Cellulophaga phage phiSM	GCA_002600465.1	217
AGO48249.1--GCA_002600465.1	Que F, NADPH-dependent 7-cyano-7-deazaguanine reductase	Cellulophaga phage phiSM	GCA_002600465.1	133
AGO48250.1--GCA_002600465.1	hypothetical protein PhiSM_gp55	Cellulophaga phage phiSM	GCA_002600465.1	202
AGO48251.1--GCA_002600465.1	hypothetical protein PhiSM_gp56	Cellulophaga phage phiSM	GCA_002600465.1	61
AGO48252.1--GCA_002600465.1	GTP cyclohydrolase I	Cellulophaga phage phiSM	GCA_002600465.1	219
AGO48253.1--GCA_002600465.1	hypothetical protein PhiSM_gp58	Cellulophaga phage phiSM	GCA_002600465.1	38
